LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2011-12,601,Appling County,103,Appling County High School,All Students,Combined English Writing,931148,41677,22,22,20.7,20.3,17.7,17.7
2011-12,601,Appling County,103,Appling County High School,All Students,Composite,1666017,58112,30,30,21.1,20.9,18.3,18.3
2011-12,601,Appling County,103,Appling County High School,All Students,English,1666017,57160,29,29,20.5,20.4,17.8,17.8
2011-12,601,Appling County,103,Appling County High School,All Students,Mathematics,1666017,58105,30,30,21.1,20.7,18.8,18.8
2011-12,601,Appling County,103,Appling County High School,All Students,Reading,1666017,57014,29,29,21.3,21.4,18.9,18.9
2011-12,601,Appling County,103,Appling County High School,All Students,Science,1666017,57053,29,29,20.9,20.9,17.9,17.9
2011-12,601,Appling County,103,Appling County High School,All Students,Writing Subscore,1666017,43228,21,21,7.1,6.9,6.2,6.2
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Combined English Writing,931148,41677,TFS,TFS,20.7,20.3,,
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Composite,1666017,58112,TFS,TFS,21.1,20.9,,
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,English,1666017,57160,TFS,TFS,20.5,20.4,,
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1666017,58105,TFS,TFS,21.1,20.7,,
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1666017,57014,TFS,TFS,21.3,21.4,,
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Science,1666017,57053,TFS,TFS,20.9,20.9,,
